"","Postcode","Population","Median Age","Median Income","Unemp Rate","Transport","Mean Yr of Edu","Case Per Pop","Covid Case"
"404","2564",13924,35,521,0.0568055039047973,"drive_car",7.34544671071531,0.243823613904051,3395
"405","2565",19987,34,669,0.0462595323627655,"drive_car",7.95206884474909,0.39395607144644,7874
"406","2566",26327,34,643,0.0450599020226027,"drive_car",7.81885516769856,0.26888745394462,7079
"407","2567",38500,33,809,0.0341806344369026,"drive_car",7.71584415584416,0.261324675324675,10061
"408","2568",1150,50,616,0.01001001001001,"drive_car",7.8895652173913,0.197391304347826,227
"409","2569",1362,42,732,0.0247252747252747,"drive_car",7.784140969163,0.21071953010279,287
"410","2570",40104,35,825,0.0232423009877978,"drive_car",7.69122780769998,0.379887293038101,15235
"411","2571",11850,36,814,0.0249176728869374,"drive_car",7.69037974683544,0.266835443037975,3162
"412","2572",4477,41,659,0.0304214345520514,"drive_car",7.41523341523342,0.28545901273174,1278
"413","2573",5067,37,640,0.0357412534608608,"drive_car",7.32583382672193,0.280639431616341,1422
"414","2574",5741,39,650,0.02763041556145,"drive_car",7.52046681762759,0.2314927712942,1329
"415","2575",15476,42,641,0.0226038338658147,"drive_car",7.80091754975446,0.224670457482554,3477
"416","2576",13431,53,668,0.018909605018998,"drive_car",8.5036110490656,0.154567790931427,2076
"417","2577",15414,45,645,0.0191652807476043,"drive_car",7.90469702867523,0.181069157908395,2791
"418","2578",2689,56,580,0.0203111495246327,"drive_car",8.52621792487914,0.141688359985125,381
"419","2579",4029,47,584,0.0269277845777234,"drive_car",7.7969719533383,0.156614544551998,631
"420","2580",29224,42,632,0.0344051044664081,"drive_car",7.39878182315905,0.167294004927457,4889
"421","2581",2095,43,774,0.0199034981905911,"drive_car",7.80143198090692,0.164200477326969,344
"422","2582",12442,42,842,0.0201485702655948,"drive_car",7.75606815624498,0.161549590098055,2010
"423","2583",4382,51,561,0.0209580838323353,"drive_car",7.43245093564582,0.130305796439982,571
"424","2584",543,44,641,0.020979020979021,"drive_car",7.51012891344383,0.103130755064457,56
"425","2585",224,45,496,0.0411764705882353,"drive_car",7.16517857142857,0.138392857142857,31
"426","2586",2619,48,548,0.0267938237965486,"drive_car",7.75677739595265,0.0935471554028255,245
"427","2587",2917,49,516,0.025384935497295,"drive_car",7.28659581762084,0.101474117243744,296
"428","2588",260,52,690,0.0321100917431193,"drive_car",8.05,0.0692307692307692,18
"429","2590",7093,49,521,0.0292169186342789,"drive_car",7.57902157056253,0.105456083462569,748
"430","2594",11672,41,542,0.0316269970655364,"drive_car",7.17212131596984,0.173320767649075,2023
"431","2619",9508,36,1221,0.0257368202573682,"drive_car",8.20056794278502,0.177008834665545,1683
"432","2620",39289,37,903,0.0281523465479119,"drive_car",7.92466084654738,0.194507368474637,7642
"433","2621",6056,39,1074,0.0214665249734325,"drive_car",7.92536327608983,0.155217965653897,940
"434","2622",3922,49,606,0.0207380298871607,"drive_car",7.64048954614992,0.111932687404386,439
"435","2623",610,38,827,0.0418410041841004,"drive_car",7.53606557377049,0.139344262295082,85
"436","2625",389,38,959,0,"walk",7.05912596401028,0.210796915167095,82
"437","2626",500,43,743,0.0367647058823529,"drive_car",7.704,0.126,63
"438","2627",4622,37,795,0.0124076029567054,"drive_car",8.23734314149719,0.209649502379922,969
"439","2628",1912,45,625,0.0168284789644013,"drive_car",7.89644351464435,0.142782426778243,273
"440","2629",529,57,529,0.019271948608137,"drive_car",7.74858223062382,0.132325141776938,70
"441","2630",8691,45,623,0.02456429257582,"drive_car",7.54838338511103,0.111379588079623,968
"442","2631",570,50,524,0.023109243697479,"drive_car",7.69122807017544,0.133333333333333,76
"443","2632",1834,47,597,0.0199468085106383,"drive_car",7.38331515812432,0.110141766630316,202
"444","2633",379,56,496,0.0421686746987952,"drive_car",7.8311345646438,0.129287598944591,49
"445","2640",36343,39,692,0.0367321950887695,"drive_car",7.87012629667336,0.171504828990452,6233
"446","2641",15070,40,544,0.048956141770513,"drive_car",7.46874585268746,0.173523556735236,2615
"447","2642",4793,42,657,0.0264721772015127,"drive_car",7.32171917379512,0.162737325266013,780
"448","2643",2777,47,534,0.0241864555848725,"drive_car",7.3024846957148,0.13035649981995,362
"449","2644",2403,48,594,0.0215827338129496,"drive_car",7.42821473158552,0.110694964627549,266
"450","2645",402,51,532,0.0118694362017804,"drive_car",6.63681592039801,0.0870646766169154,35
"451","2646",6758,48,573,0.0289337381675299,"drive_car",7.47084936371708,0.106392423794022,719
"452","2647",2161,52,557,0.0185792349726776,"drive_car",7.65062471078205,0.15733456732994,340
"453","2648",2369,52,496,0.0337738619676946,"drive_car",7.10004221190376,0.13507809202195,320
"454","2649",26,48,450,0,"drive_car",8.80769230769231,0.230769230769231,6
"455","2650",56974,36,696,0.0353437237847146,"drive_car",7.75313300803875,0.190297328606031,10842
"456","2651",2274,28,781,0.028,"drive_car",7.64423922603342,0.252418645558487,574
"457","2652",4583,42,638,0.0199945220487538,"drive_car",7.1885228016583,0.153174776347371,702
"458","2653",2537,46,588,0.0235737859500236,"drive_car",6.94324004729996,0.161608198659834,410
"459","2655",1336,45,609,0.0282220131702728,"drive_car",7.1377245508982,0.158682634730539,212
"460","2656",1272,48,571,0.021379980563654,"drive_car",7.40801886792453,0.132861635220126,169
"461","2658",1433,46,504,0.0233183856502242,"drive_car",7.02791346824843,0.123517096999302,177
"462","2659",893,42,517,0.0443490701001431,"drive_car",7.29115341545353,0.106382978723404,95
"463","2660",1610,42,551,0.0207501995211492,"drive_car",7.09254658385093,0.117391304347826,189
"464","2661",633,22,779,0,"other",8.39336492890995,0.864139020537125,547
"465","2663",5186,38,584,0.023759608665269,"drive_car",5.86058619359815,0.156575395295025,812
"466","2665",2226,46,540,0.0231900452488688,"drive_car",6.86298292902066,0.136118598382749,303
"467","2666",5673,46,550,0.0256856769699608,"drive_car",7.38780186849991,0.118632117045655,673
"468","2668",459,42,430,0.0536723163841808,"drive_car",6.73856209150327,0.093681917211329,43
"469","2669",1654,45,599,0.014525993883792,"drive_car",6.98307134220073,0.107617896009674,178
"470","2671",4112,42,593,0.0197929354445798,"drive_car",6.83146887159533,0.171449416342412,705
"471","2672",1576,37,497,0.0399022801302932,"drive_car",6.46763959390863,0.160532994923858,253
"472","2675",1562,39,656,0.0227987421383648,"drive_car",7.14340588988476,0.121638924455826,190
"473","2678",340,20,198,0.0933734939759036,"drive_car",11.5882352941176,0.308823529411765,105
"474","2680",23940,37,676,0.0292271168557109,"drive_car",6.97861319966583,0.230367585630744,5515
"475","2681",1732,41,660,0.0250552689756817,"drive_car",7.02886836027714,0.176674364896074,306
"476","2700",4922,44,568,0.0324120603015075,"drive_car",6.80130028443722,0.172694026818367,850
"477","2701",2388,42,664,0.0290166577109081,"drive_car",6.95268006700168,0.124790619765494,298
"478","2702",779,47,495,0.0574712643678161,"drive_car",6.76636713735558,0.196405648267009,153
"479","2703",984,18,352,0.0260631001371742,"drive_car",6.28556910569106,0.0894308943089431,88
"480","2705",10153,41,632,0.029951929002835,"drive_car",7.04648872254506,0.162415049738993,1649
"481","2706",1162,41,628,0.0391730141458107,"drive_car",6.57487091222031,0.167814113597246,195
"482","2707",1348,39,701,0.0181124880838894,"drive_car",7.20994065281899,0.140207715133531,189
"483","2710",10123,46,580,0.0273610944437777,"drive_car",7.29378642694853,0.0998715795712733,1011
"484","2711",3360,45,606,0.0260021668472373,"drive_car",7.13482142857143,0.108333333333333,364
"485","2712",1356,51,501,0.028770706190061,"drive_car",7.21681415929203,0.129793510324484,176
"486","2713",2797,47,549,0.0240384615384615,"drive_car",7.16553450125134,0.125849124061494,352
"487","2714",2769,55,484,0.0186389250108366,"drive_car",7.43661971830986,0.114481762369086,317
"488","2715",1477,44,581,0.0385906040268456,"drive_car",6.87813134732566,0.132024373730535,195
"489","2716",1102,47,608,0.0196936542669584,"drive_car",7.04990925589837,0.0871143375680581,96
"490","2717",1330,44,436,0.0358785648574057,"drive_car",6.37894736842105,0.206015037593985,274
"491","2720",8012,44,588,0.0315919247958083,"drive_car",7.12431352970544,0.121942086869695,977
"492","2721",240,48,507,0.0155440414507772,"drive_car",6.7625,0.104166666666667,25
"493","2722",3207,44,561,0.0259388308168796,"drive_car",7.22918615528531,0.101028999064546,324
"494","2725",374,50,453,0.0132450331125828,"drive_car",7.27540106951872,0.0641711229946524,24
"495","2726",222,48,643,0.0160427807486631,"drive_car",7.83783783783784,0.166666666666667,37
"496","2727",350,38,684,0.0264150943396226,"drive_car",7.08857142857143,0.154285714285714,54
"497","2729",1696,44,570,0.0299177262528048,"drive_car",7.2623820754717,0.106721698113208,181
"498","2730",1391,50,525,0.0251677852348993,"drive_car",7.49820273184759,0.112868439971244,157
"499","2731",6410,46,591,0.0204468004543733,"drive_car",7.63400936037441,0.12792511700468,820
"500","2732",1776,55,518,0.0150622134905043,"drive_car",7.63288288288288,0.0777027027027027,138
"501","2733",545,50,559,0.00683371298405467,"drive_car",7.17981651376147,0.0660550458715596,36
"502","2734",456,48,665,0.018716577540107,"drive_car",7.69517543859649,0.100877192982456,46
"503","2735",448,45,420,0.0537634408602151,"drive_car",7.04464285714286,0.0892857142857143,40
"504","2736",377,48,549,0.0215384615384615,"drive_car",7.05570291777188,0.111405835543767,42
"505","2737",839,35,671,0.0191693290734824,"drive_car",6.16448152562575,0.177592371871275,149
"506","2738",1667,39,740,0.0228346456692913,"drive_car",7.38932213557289,0.224355128974205,374
"507","2739",1401,40,600,0.0372050816696915,"drive_car",7.03711634546752,0.176302640970735,247
"508","2745",29504,33,858,0.0285193905201901,"drive_car",7.79734951193059,0.263659164859002,7779
"509","2747",42421,33,726,0.040741636924566,"drive_car",7.67280356427241,0.328893708304849,13952
"510","2748",1877,43,710,0.029504080351538,"drive_car",8.18433670751199,0.193926478423015,364
"511","2749",16930,32,779,0.0334737648410571,"drive_car",7.65109273479031,0.256054341405789,4335
"512","2750",44806,37,702,0.0362290826752085,"drive_car",7.83439717894925,0.258135071195822,11566
"513","2752",4918,36,776,0.0280884265279584,"drive_car",7.63338755591704,0.256608377389183,1262
"514","2753",17134,39,674,0.0312343291066695,"drive_car",7.76502859810902,0.207423835648418,3554
"515","2754",5693,40,679,0.0275070392029456,"drive_car",7.99402775338135,0.25926576497453,1476
"516","2756",33932,35,749,0.0275036583993096,"drive_car",7.63058469880938,0.214075209242013,7264
"517","2757",852,43,737,0.0202898550724638,"drive_car",7.79460093896714,0.205399061032864,175
"518","2758",8715,43,788,0.0238264076017586,"drive_car",7.96580608146873,0.166953528399312,1455
"519","2759",26332,34,757,0.0350491834590775,"drive_car",7.9978353334346,0.254329333130791,6697
"520","2760",33834,33,656,0.0491516396560907,"drive_car",7.32230892002128,0.314831234852515,10652
"521","2761",30952,32,707,0.0464377936756551,"drive_car",7.84466270354097,0.321497803049884,9951
"522","2762",4983,32,822,0.0364264823185323,"drive_car",7.67148304234397,1.17098133654425,5835
"523","2763",30880,33,788,0.0429028995279838,"drive_car",8.09870466321244,0.27755829015544,8571
"524","2765",16106,37,695,0.0271362146505069,"drive_car",7.10263255929467,0.738917173724078,11901
"525","2766",15534,35,639,0.0437873646792697,"drive_car",7.96053817432728,0.303463370670787,4714
"526","2767",22530,34,653,0.0481184454040716,"drive_car",8.0607190412783,0.288193519751443,6493
"527","2768",28762,34,821,0.039371860433543,"drive_car",7.95497531465128,0.260447813086712,7491
"528","2769",11731,32,1033,0.0326781623055589,"drive_car",7.68664222998892,0.355042195891228,4165
"529","2770",61296,31,489,0.0597018164456694,"drive_car",6.90844427042548,0.291421952492822,17863
"530","2773",6010,43,844,0.0214698596201486,"drive_car",8.53094841930116,0.193843594009983,1165
"531","2774",12932,40,797,0.0271850336159018,"drive_car",8.39924218991649,0.204067429631921,2639
"532","2775",1498,51,575,0.0265151515151515,"drive_car",7.20961281708945,0.095460614152203,143
"533","2776",4025,40,792,0.0272556390977444,"drive_car",8.4,0.177391304347826,714
"534","2777",17601,43,741,0.0243594243594244,"drive_car",8.39730697119482,0.190386909834668,3351
"535","2778",2432,45,708,0.037332005973121,"drive_car",8.64021381578947,0.147203947368421,358
"536","2779",4974,40,678,0.0260712441920496,"drive_car",8.18556493767591,0.164053075995175,816
"537","2780",13224,48,568,0.034750396895396,"drive_car",8.44328493647913,0.134225650332728,1775
"538","2782",6076,50,631,0.0283687943262411,"drive_car",8.49423963133641,0.14137590520079,859
"539","2783",2614,45,636,0.0332552693208431,"drive_car",8.24827850038256,0.148431522570773,388
"540","2784",1230,43,618,0.0231388329979879,"drive_car",8.43983739837398,0.161788617886179,199
"541","2785",4543,51,604,0.026356993736952,"drive_car",8.53268765133172,0.136913933524103,622
"542","2786",1288,47,534,0.0376146788990826,"drive_car",7.83385093167702,0.0970496894409938,125
"543","2787",4448,45,599,0.0317159121713201,"drive_car",7.13781474820144,0.120053956834532,534
"544","2790",15767,45,518,0.0368852459016393,"drive_car",7.24887423098877,0.174605188050993,2753
"545","2791",343,55,476,0.0266666666666667,"drive_car",8.0932944606414,0.102040816326531,35
"546","2792",384,48,558,0.03125,"drive_car",7.6875,0.0989583333333333,38
"547","2793",976,53,450,0.0367298578199052,"drive_car",7.48975409836066,0.101434426229508,99
"548","2794",10428,46,519,0.0345350600863377,"drive_car",7.3078250863061,0.12993862677407,1355
"549","2795",42550,37,647,0.0346279831539541,"drive_car",7.53501762632197,0.214806110458284,9140
"550","2797",426,45,589,0.0203488372093023,"drive_car",7.54225352112676,0.117370892018779,50
"551","2798",2101,40,786,0.0261646458200383,"drive_car",7.33269871489767,0.170871013802951,359
"552","2799",4121,41,566,0.0400363967242948,"drive_car",7.25794710021839,0.193642319825285,798
"553","2800",44993,37,677,0.0360948585318975,"drive_car",7.51490231813838,0.230502522614629,10371
"554","2803",281,54,542,0.0203252032520325,"drive_car",7.62277580071174,0.0889679715302491,25
"555","2804",2668,46,530,0.0285714285714286,"drive_car",7.26724137931035,0.133808095952024,357
"556","2805",399,47,464,0.0126582278481013,"drive_car",6.90225563909774,0.105263157894737,42
"557","2806",779,51,566,0.0196969696969697,"drive_car",7.57766367137356,0.120667522464698,94
"558","2807",427,53,457,0.0277777777777778,"drive_car",6.87587822014051,0.121779859484778,52
"559","2808",182,57,452,0.023121387283237,"drive_car",7.66483516483517,0.0934065934065934,17
"560","2809",240,51,523,0.0304568527918782,"drive_car",6.34583333333333,0.0791666666666667,19
"561","2810",3150,50,493,0.0240641711229947,"drive_car",7.48984126984127,0.0749206349206349,236
"562","2817",287,48,561,0.0122950819672131,"drive_car",7.70383275261324,0.048780487804878,14
"563","2818",871,41,702,0.0343796711509716,"drive_car",7.09644087256028,0.154994259471871,135
"564","2820",7316,42,481,0.0412456518138148,"drive_car",6.22170585019136,0.135593220338983,992
"565","2821",4810,41,591,0.0417447150120417,"drive_car",6.98898128898129,0.141372141372141,680
"566","2822",410,50,513,0.037037037037037,"drive_car",7.63658536585366,0.178048780487805,73
"567","2823",1425,44,595,0.0333625987708516,"drive_car",6.99368421052632,0.0814035087719298,116
"568","2824",2183,43,629,0.0453241537578887,"drive_car",6.95831424644984,0.100778744846541,220
"569","2825",2383,40,644,0.0274841437632135,"drive_car",7.08938313050776,0.148971884179606,355
"570","2826",201,46,774,0.0397350993377483,"drive_car",7.57213930348259,0.109452736318408,22
"571","2827",3691,45,530,0.0336106489184692,"drive_car",7.08398807911135,0.10430777567055,385
"572","2828",831,44,481,0.0429447852760736,"drive_car",6.46450060168472,0.110709987966306,92
"573","2829",3102,42,538,0.0441116956697693,"drive_car",6.35074145712444,0.124758220502901,387
"574","2830",40291,37,689,0.0339313818067359,"drive_car",7.46365193219329,0.227817626765283,9179
"575","2831",1919,41,624,0.0302826379542396,"drive_car",6.93798853569568,0.151641479937467,291
"576","2832",2568,35,507,0.047741273100616,"drive_car",6.29322429906542,0.141744548286604,364
"577","2833",650,38,463,0.0617529880478088,"drive_car",6.58,0.116923076923077,76
"578","2834",2340,51,434,0.054718875502008,"drive_car",6.86452991452991,0.0585470085470085,137
"579","2835",4173,35,751,0.034419176398279,"drive_car",6.75700934579439,0.131080757248982,547
"580","2836",891,34,447,0.0386266094420601,"drive_car",6.3726150392817,0.292929292929293,261
"581","2838",247,33,383,0.0978260869565217,"drive_car",6.7246963562753,0.202429149797571,50
"582","2839",1338,34,447,0.0755813953488372,"drive_car",6.26233183856502,0.158445440956652,212
"583","2840",2695,36,719,0.0323827936201063,"drive_car",5.9469387755102,0.175881261595547,474
"584","2842",630,48,463,0.0296442687747036,"drive_car",6.77301587301587,0.0841269841269841,53
"585","2843",1290,46,498,0.0279652844744455,"drive_car",7.02248062015504,0.0674418604651163,87
"586","2844",1437,49,517,0.0402053036783576,"drive_car",6.38970076548365,0.0758524704244955,109
"587","2845",1980,40,544,0.0396361273554256,"drive_car",6.72626262626263,0.254545454545455,504
"588","2846",275,51,422,0.0262008733624454,"drive_car",6.88,0.105454545454545,29
"589","2847",2424,47,485,0.0456575682382134,"drive_car",7.05239273927393,0.158415841584158,384
"590","2848",1645,50,417,0.0531227566403446,"drive_car",6.64316109422492,0.0796352583586626,131
"591","2849",1546,51,470,0.0356037151702786,"drive_car",7.46701164294955,0.0957309184993532,148
"592","2850",17644,41,590,0.0328326180257511,"drive_car",7.26331897528905,0.171559737021084,3027
"593","2852",3543,42,511,0.0396396396396396,"drive_car",6.73807507761784,0.156364662715213,554
"594","2864",804,44,624,0.0267295597484277,"drive_car",7.4365671641791,0.211442786069652,170
"595","2865",865,44,602,0.0229555236728838,"drive_car",6.80115606936416,0.179190751445087,155
"596","2866",3093,40,588,0.0193196136077278,"drive_car",7.16359521500162,0.21209182023925,656
"597","2867",602,44,565,0.0493562231759657,"drive_car",7.2624584717608,0.199335548172757,120
"598","2868",652,46,480,0.0397727272727273,"drive_car",7.23466257668712,0.156441717791411,102
"599","2869",1449,49,460,0.0551440329218107,"drive_car",7.13871635610766,0.105590062111801,153
"600","2870",12042,39,581,0.0393287886733089,"drive_car",7.10986547085202,0.190915130377014,2299
"601","2871",9349,42,567,0.029676379750235,"drive_car",7.12375655150283,0.143972617392234,1346
"602","2873",561,49,502,0.0195652173913043,"drive_car",6.61140819964349,0.0837789661319073,47
"603","2874",424,52,491,0.0167597765363128,"drive_car",7.13915094339623,0.0849056603773585,36
"604","2875",973,48,547,0.0309677419354839,"drive_car",7.03288797533402,0.0986639260020555,96
"605","2876",421,44,488,0.0244648318042813,"drive_car",6.26840855106888,0.137767220902613,58
"606","2877",3883,38,557,0.0412920412920413,"drive_car",6.80195724954932,0.110739119237703,430
"607","2878",372,41,781,0.012779552715655,"drive_car",5.65591397849462,0.0887096774193548,33
"608","2879",638,46,437,0.0613026819923372,"drive_car",6.26332288401254,0.22257053291536,142
"609","2880",18276,44,532,0.044412325077196,"drive_car",7.15369884000875,0.129897132851828,2374
